1715913294759,8
5760,500
5890,44
6018,11
6021,1
5894,44
6024,3
5899,41
6027,1
6030,2
5775,33
5904,4
6033,3
5778,20
6036,3
5781,500
5909,555
6039,3
5784,500
5914,1
6042,2
5787,20
5790,20
5919,13
6047,2
5793,20
6050,55
5796,20
5924,11
6053,1
5799,500
6056,32
5929,22
5803,20
6059,13
5806,20
5934,11
6062,88
5809,990
5939,1
6067,8
5812,1
5942,1
5815,1
5818,1
5947,1
5821,990
5824,1
5954,11
5830,900
5960,1
5833,80
5963,22
5836,300
5966,2
5839,300
5842,300
5971,1
5717,1500
5845,500
5976,44
5721,1500
5849,300
5852,300
5981,777
5725,1500
5855,900
5984,777
5729,1500
5987,21
5859,300
5733,1500
5862,150
5992,7
5866,500
5995,777
5869,535
5998,1
6001,11
5873,3211
5746,500
6004,111
5749,500
5877,11
6007,1
5752,500
5880,11
6010,22
5883,12
6013,3
5757,500
5887,44
